;rh;wind_spd;timestamp_utc;vis;slp;pod;dni;elev_angle;pres;h_angle;dewpt;snow;uv;solar_rad;wind_dir;weather;ghi;dhi;timestamp_local;app_temp;azimuth;datetime;temp;precip;clouds;ts
11;91.5;13.6;2018-01-01T10:00:00;1.5;987.45;d;457.92;8.9;980.4;-22.5;3.8;0;0.8;24.4775;225;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};112.99;51.16;2018-01-01T11:00:00;-1.2;160.87;2018-01-01:10;5;0.2;96;1514800800
12;92;13.6;2018-01-01T11:00:00;1.5;987.85;d;510.42;10.66;980.8;0;4.1;0;0.9;34.8284;230;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};142.72;56.88;2018-01-01T12:00:00;-0.8;174.75;2018-01-01:11;5.3;0.2;95;1514804400
13;90.5;13.2;2018-01-01T12:00:00;1.5;988.6;d;503.36;10.41;981.5;22.5;3.5;0;0.9;41.0699;255;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};138.38;56.09;2018-01-01T13:00:00;-1.3;188.78;2018-01-01:12;4.9;0.1;93;1514808000
14;90;13.2;2018-01-01T13:00:00;5;989.55;d;433.24;8.16;982.45;45;2.5;0;0.9;39.3423;255;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};100.89;48.57;2018-01-01T14:00:00;-2.6;202.57;2018-01-01:13;4;0.1;92;1514811600
15;91;12;2018-01-01T14:00:00;1.5;990.05;n;257.1;4.09;982.95;67.5;2.5;0;0.7;11.934;255;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};40.21;31.53;2018-01-01T15:00:00;-2.5;215.84;2018-01-01:14;3.9;0;93;1514815200
16;91.5;11.2;2018-01-01T15:00:00;1.5;990.55;n;0;-1.5;983.45;-90;2.7;0;0;0;240;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T16:00:00;-1.9;228.45;2018-01-01:15;4.2;0;91;1514818800
17;91.5;11.2;2018-01-01T16:00:00;1.5;991;n;0;-8.29;983.9;-90;2.8;0;0;0;225;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T17:00:00;-1.6;240.52;2018-01-01:16;4.3;0;92;1514822400
18;92;11.2;2018-01-01T17:00:00;1.5;991.45;n;0;-15.92;984.35;-90;3;0;0;0;220;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T18:00:00;-2.1;252.28;2018-01-01:17;4;0.1;91;1514826000
19;92.5;11.6;2018-01-01T18:00:00;1.5;991.85;n;0;-24.08;984.75;-90;3;0;0;0;225;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T19:00:00;-2;264.14;2018-01-01:18;4.2;0;90;1514829600
20;92.5;11.2;2018-01-01T19:00:00;1.5;992.4;n;0;-32.41;985.3;-90;3.1;0;0;0;220;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T20:00:00;-1.7;276.65;2018-01-01:19;4.3;0;87;1514833200
21;93;10.8;2018-01-01T20:00:00;1.5;992.8;n;0;-40.5;985.7;-90;3.3;0;0;0;225;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T21:00:00;-1.6;290.59;2018-01-01:20;4.3;0.1;85;1514836800
22;92.5;10.8;2018-01-01T21:00:00;1.5;993.4;n;0;-47.81;986.3;-90;3.2;0;0;0;230;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T22:00:00;-1.6;306.97;2018-01-01:21;4.3;0.1;81;1514840400
23;93;10.4;2018-01-01T22:00:00;1.5;993.9;n;0;-53.51;986.8;-90;3.4;0;0;0;230;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T23:00:00;-1.4;326.89;2018-01-01:22;4.3;0;77;1514844000
24;92;10;2018-01-01T23:00:00;1.5;994.5;n;0;-56.56;987.4;-90;3.2;0;0;0;235;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T00:00:00;-1.3;350.51;2018-01-01:23;4.3;0;76;1514847600
25;93;9.2;2018-01-02T00:00:00;1.5;994.95;n;0;-56.11;987.85;-90;3.3;0;0;0;230;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T01:00:00;-1.2;15.53;2018-01-02:00;4.3;0;92;1514851200
26;93.5;8.8;2018-01-02T01:00:00;1.5;995.6;n;0;-52.31;988.45;-90;3.1;0;0;0;240;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T02:00:00;-1.2;38.34;2018-01-02:01;4.2;0;96;1514854800
27;94;8.4;2018-01-02T02:00:00;1.5;996.4;n;0;-46.12;989.25;-90;3;0;0;0;235;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T03:00:00;-1.1;57.31;2018-01-02:02;4.2;0;92;1514858400
28;95;8.4;2018-01-02T03:00:00;1.5;996.8;n;0;-38.55;989.65;-90;3;0;0;0;235;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T04:00:00;-1.6;72.98;2018-01-02:03;3.7;0;87;1514862000
29;95.5;8;2018-01-02T04:00:00;1.5;997.4;n;0;-30.35;990.25;-90;2.9;0;0;0;230;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T05:00:00;-1.4;86.48;2018-01-02:04;3.8;0;71;1514865600
30;96;8;2018-01-02T05:00:00;0.5;998.05;n;0;-22.02;990.85;-90;2.7;0;0;0;230;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T06:00:00;-2;98.77;2018-01-02:05;3.4;0;44;1514869200
31;96.5;8;2018-01-02T06:00:00;1;998.65;n;0;-13.96;991.45;-90;2.5;0;0;0;235;{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'};0;0;2018-01-02T07:00:00;-2.2;110.56;2018-01-02:06;3.1;0;34;1514872800
32;96;8;2018-01-02T07:00:00;0.5;999.4;n;0;-6.49;992.2;-90;2.5;0;0;0;240;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T08:00:00;-2.8;122.36;2018-01-02:07;2.7;0;58;1514876400
33;95.5;7.6;2018-01-02T08:00:00;1.5;999.95;n;7.84;0.04;992.75;-67.5;2.5;0;0.9;0.613261;250;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};1.06;5.31;2018-01-02T09:00:00;-2.5;134.55;2018-01-02:08;2.9;0;80;1514880000
34;95;7.2;2018-01-02T09:00:00;1.5;1000.7;d;318.22;5.3;993.5;-45;2.5;0;1;36.8088;240;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};56.98;37.21;2018-01-02T10:00:00;-1.9;147.33;2018-01-02:09;3.2;0;76;1514883600
35;93;6.4;2018-01-02T10:00:00;0.5;1001.2;d;459.86;8.96;994;-22.5;3;0;1.4;94.8813;250;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};113.99;51.36;2018-01-02T11:00:00;-0.5;160.74;2018-01-02:10;4;0;61;1514887200
36;89.5;6.4;2018-01-02T11:00:00;0.5;1001.55;d;512.55;10.74;994.4;0;3.3;0;1.7;132.997;245;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};144.05;57.12;2018-01-02T12:00:00;0.5;174.64;2018-01-02:11;4.8;0;50;1514890800
37;90;6.8;2018-01-02T12:00:00;1;1002;d;505.99;10.5;994.85;22.5;3.1;0;1.8;135.365;245;{'icon': 'c02d', 'code': 802, 'description': 'Scattered clouds'};139.98;56.38;2018-01-02T13:00:00;0.8;188.68;2018-01-02:12;5.2;0;39;1514894400
38;91;7.2;2018-01-02T13:00:00;1;1002.3;d;436.93;8.27;995.15;45;3;0;1.9;101.553;240;{'icon': 'c02d', 'code': 802, 'description': 'Scattered clouds'};102.63;48.95;2018-01-02T14:00:00;1.2;202.49;2018-01-02:13;5.6;0;27;1514898000
39;91.5;6.8;2018-01-02T14:00:00;1.5;1002.6;n;263.43;4.21;995.45;67.5;2.9;0;1.8;41.612;235;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};41.77;32.11;2018-01-02T15:00:00;0.6;215.76;2018-01-02:14;5;0;20;1514901600
40;92;7.2;2018-01-02T15:00:00;1;1002.6;n;0;-1.38;995.4;-90;2.6;0;0;0;230;{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'};0;0;2018-01-02T16:00:00;-0.1;228.4;2018-01-02:15;4.6;0;27;1514905200
41;92.5;8.4;2018-01-02T16:00:00;0.5;1002.5;n;0;-8.16;995.3;-90;2.5;0;0;0;210;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T17:00:00;-1.8;240.47;2018-01-02:16;3.5;0;68;1514908800
42;93.5;7.6;2018-01-02T17:00:00;1.5;1002.5;n;0;-15.79;995.3;-90;2.8;0;0;0;210;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T18:00:00;-1.4;252.24;2018-01-02:17;3.7;0;95;1514912400
43;94;7.6;2018-01-02T18:00:00;1.5;1002.25;n;0;-23.94;995.05;-90;2.5;0;0;0;210;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T19:00:00;-1.8;264.1;2018-01-02:18;3.4;0;99;1514916000
44;95;7.6;2018-01-02T19:00:00;1.5;1001.6;n;0;-32.27;994.4;-90;2.5;0;0;0;195;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T20:00:00;-2;276.61;2018-01-02:19;3.3;0;100;1514919600
45;96.5;8;2018-01-02T20:00:00;1.5;1001.15;n;0;-40.37;993.95;-90;2.4;0;0;0;190;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T21:00:00;-2.6;290.53;2018-01-02:20;2.9;0;97;1514923200
46;96.5;8;2018-01-02T21:00:00;1.5;1000.55;n;0;-47.68;993.35;-90;2.9;0;0;0;175;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T22:00:00;-2;306.89;2018-01-02:21;3.4;0;90;1514926800
47;95;8.4;2018-01-02T22:00:00;1.5;999.35;n;0;-53.4;992.15;-90;3;0;0;0;180;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T23:00:00;-1.7;326.77;2018-01-02:22;3.6;0;88;1514930400
48;94.5;8.8;2018-01-02T23:00:00;1.5;997.9;n;0;-56.46;990.75;-90;3;0;0;0;170;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T00:00:00;-1.6;350.33;2018-01-02:23;3.8;0;95;1514934000
49;93.5;10.4;2018-01-03T00:00:00;1.5;996;n;0;-56.04;988.85;-90;2.9;0;0;0;160;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T01:00:00;-2.1;15.31;2018-01-03:00;3.8;0;100;1514937600
50;92.5;11.6;2018-01-03T01:00:00;1.5;993.65;n;0;-52.27;986.5;-90;2.6;0;0;0;150;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T02:00:00;-2.6;38.12;2018-01-03:01;3.7;0.2;100;1514941200
51;93.5;13.6;2018-01-03T02:00:00;1.5;991.25;n;0;-46.1;984.15;-90;2.8;0;0;0;145;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T03:00:00;-3;57.11;2018-01-03:02;3.7;0.6;100;1514944800
52;96;15.2;2018-01-03T03:00:00;1.5;988.75;n;0;-38.54;981.65;-90;2.9;0;0;0;145;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T04:00:00;-3.8;72.81;2018-01-03:03;3.4;1.4;100;1514948400
53;93.5;15.6;2018-01-03T04:00:00;1.5;985.85;n;0;-30.34;978.75;-90;2.1;0;0;0;145;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T05:00:00;-4.3;86.32;2018-01-03:04;3;2.1;100;1514952000
54;94;15.6;2018-01-03T05:00:00;1.5;983.25;n;0;-22.01;976.15;-90;1.8;0;0;0;145;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T06:00:00;-4.9;98.62;2018-01-03:05;2.6;2;99;1514955600
55;94.5;15.2;2018-01-03T06:00:00;1.5;981.1;n;0;-13.94;974;-90;1.4;0;0;0;145;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T07:00:00;-5.5;110.41;2018-01-03:06;2.1;1.5;99;1514959200
56;95;14.4;2018-01-03T07:00:00;1.5;979.2;n;0;-6.47;972.1;-90;1;0;0;0;135;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T08:00:00;-5.9;122.22;2018-01-03:07;1.8;1.2;99;1514962800
57;96.5;12.8;2018-01-03T08:00:00;1.5;977.9;n;9.11;0.08;970.8;-67.5;0.1;6.3;0.6;0.154979;135;{'icon': 's01n', 'code': 600, 'description': 'Light snow'};1.19;5.62;2018-01-03T09:00:00;-7;134.41;2018-01-03:08;0.7;0.9;99;1514966400
58;97.5;10;2018-01-03T09:00:00;1.5;976.7;d;320.59;5.35;969.6;-45;0.1;6.3;0.7;7.51583;125;{'icon': 's01d', 'code': 600, 'description': 'Light snow'};57.71;37.44;2018-01-03T10:00:00;-6.4;147.19;2018-01-03:09;0.5;0.9;99;1514970000
59;98;6.8;2018-01-03T10:00:00;1.5;975.95;d;462.02;9.03;968.85;-22.5;0.4;2.8;0.8;14.9913;125;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};115.11;51.59;2018-01-03T11:00:00;-5;160.62;2018-01-03:10;0.7;0.4;99;1514973600
60;99;5.6;2018-01-03T11:00:00;1.5;975.5;d;514.87;10.83;968.4;0;1.1;0.4;0.8;18.9504;120;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};145.51;57.38;2018-01-03T12:00:00;-3.6;174.52;2018-01-03:11;1.3;0.2;99;1514977200
61;98.5;5.2;2018-01-03T12:00:00;1.5;975.2;d;508.8;10.61;968.15;22.5;1.8;0;0.9;30.6992;100;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};141.71;56.7;2018-01-03T13:00:00;-2.9;188.58;2018-01-03:12;1.7;0.1;96;1514980800
62;98.5;5.2;2018-01-03T13:00:00;1.5;975.35;d;440.82;8.38;968.3;45;2.4;0;0.9;33.6635;85;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};104.49;49.36;2018-01-03T14:00:00;-1.8;202.4;2018-01-03:13;2.5;0.1;92;1514984400
63;98;5.6;2018-01-03T14:00:00;1.5;975.7;n;270.02;4.33;968.7;67.5;2.6;0;1;25.8986;145;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};43.44;32.71;2018-01-03T15:00:00;-1.6;215.7;2018-01-03:14;2.9;0;79;1514988000
64;98;6.4;2018-01-03T15:00:00;1.5;976.4;n;0;-1.25;969.35;-90;2.7;0;0;0;175;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T16:00:00;-1.4;228.34;2018-01-03:15;3.4;0;85;1514991600
65;97.5;6;2018-01-03T16:00:00;1.5;977.15;n;0;-8.02;970.1;-90;2.8;0;0;0;205;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T17:00:00;-1.4;240.43;2018-01-03:16;3.2;0;88;1514995200
66;97;5.6;2018-01-03T17:00:00;1.5;977.85;n;0;-15.65;970.8;-90;2.9;0;0;0;205;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T18:00:00;-1.1;252.21;2018-01-03:17;3.3;0;92;1514998800
67;97.5;5.2;2018-01-03T18:00:00;1.5;978.45;n;0;-23.8;971.45;-90;3.2;0;0;0;230;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T19:00:00;-0.6;264.07;2018-01-03:18;3.5;0;94;1515002400
68;97;4;2018-01-03T19:00:00;1.5;979.2;n;0;-32.13;972.2;-90;3.2;0;0;0;225;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T20:00:00;0.1;276.58;2018-01-03:19;3.6;0;94;1515006000
69;97;3.2;2018-01-03T20:00:00;1.5;979.65;n;0;-40.23;972.6;-90;3.1;0;0;0;225;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T21:00:00;0.6;290.49;2018-01-03:20;3.5;0;96;1515009600
70;97.5;2.8;2018-01-03T21:00:00;1.5;979.85;n;0;-47.55;972.8;-90;3.1;0;0;0;225;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T22:00:00;0.8;306.82;2018-01-03:21;3.5;0;99;1515013200
71;97.5;2.8;2018-01-03T22:00:00;1.5;980.4;n;0;-53.27;973.3;-90;2.4;0;0;0;200;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T23:00:00;0.4;326.65;2018-01-03:22;3.1;0;99;1515016800
72;97.5;3.2;2018-01-03T23:00:00;1.5;980.8;n;0;-56.35;973.7;-90;2.4;0;0;0;185;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T00:00:00;0.1;350.16;2018-01-03:23;3.1;0.1;100;1515020400
73;96.5;4;2018-01-04T00:00:00;1.5;981.35;n;0;-55.96;974.3;-90;0.9;0;0;0;220;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T01:00:00;-0.4;15.09;2018-01-04:00;3.2;0.2;100;1515024000
74;97.5;4.8;2018-01-04T01:00:00;1.5;982.6;n;0;-52.22;975.45;-90;-0.7;1.4;0;0;305;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T02:00:00;-4.5;37.9;2018-01-04:01;0.2;0.2;100;1515027600
75;98;5.6;2018-01-04T02:00:00;1.5;983.2;n;0;-46.07;976.05;-90;-0.1;0.7;0;0;299;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T03:00:00;-5.2;56.91;2018-01-04:02;0;0.1;99;1515031200
76;98;6.4;2018-01-04T03:00:00;1.5;983.8;n;0;-38.52;976.65;-90;0.5;0.7;0;0;295;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T04:00:00;-4.8;72.62;2018-01-04:03;0.7;0.1;98;1515034800
77;97.5;6.8;2018-01-04T04:00:00;1.5;984.5;n;0;-30.33;977.35;-90;1;0.4;0;0;285;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T05:00:00;-4;86.15;2018-01-04:04;1.4;0.2;97;1515038400
78;97.5;7.2;2018-01-04T05:00:00;1.5;985.15;n;0;-22;978.05;-90;1;0;0;0;280;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T06:00:00;-3.6;98.46;2018-01-04:05;1.9;0.2;96;1515042000
79;97.5;7.6;2018-01-04T06:00:00;1.5;985.6;n;0;-13.92;978.5;-90;1.6;0;0;0;280;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T07:00:00;-3.1;110.27;2018-01-04:06;2.4;0.1;91;1515045600
80;97;7.2;2018-01-04T07:00:00;1.5;985.9;n;0;-6.44;978.8;-90;1.2;0;0;0;275;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T08:00:00;-2.8;122.08;2018-01-04:07;2.5;0;79;1515049200
81;96.5;7.6;2018-01-04T08:00:00;0.5;986.6;n;10.75;0.12;979.5;-67.5;1.1;0;1;0.995989;270;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};1.36;5.99;2018-01-04T09:00:00;-2.8;134.27;2018-01-04:08;2.6;0;70;1515052800
82;96;8;2018-01-04T09:00:00;0.5;987.1;d;323.29;5.41;980;-45;1.6;0;1.3;50.7563;260;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};58.55;37.69;2018-01-04T10:00:00;-2.8;147.06;2018-01-04:09;2.8;0;57;1515056400
83;95;7.2;2018-01-04T10:00:00;0.5;987.45;d;464.41;9.1;980.35;-22.5;1.5;0;1.5;102.642;255;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};116.36;51.85;2018-01-04T11:00:00;-2.3;160.49;2018-01-04:10;2.9;0;55;1515060000
84;93.5;6.8;2018-01-04T11:00:00;0.5;987.15;d;517.37;10.92;980.05;0;1.5;0;1.7;133.685;260;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};147.1;57.66;2018-01-04T12:00:00;-1.7;174.41;2018-01-04:11;3.2;0;51;1515063600
85;92.5;6.4;2018-01-04T12:00:00;0.5;987.25;d;511.78;10.71;980.15;22.5;1.6;0;1.7;131.32;260;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};143.56;57.03;2018-01-04T13:00:00;-1.2;188.48;2018-01-04:12;3.5;0;50;1515067200
86;92.5;6.4;2018-01-04T13:00:00;0.5;987.2;d;444.89;8.5;980.1;45;1.6;0;1.5;95.4036;250;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};106.47;49.78;2018-01-04T14:00:00;-1.6;202.32;2018-01-04:13;3.2;0;53;1515070800
87;93.5;6;2018-01-04T14:00:00;0.5;987.25;n;276.84;4.46;980.15;67.5;1.8;0;1.2;38.4433;250;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};45.21;33.34;2018-01-04T15:00:00;-1.5;215.63;2018-01-04:14;3.1;0;59;1515074400
88;94.5;5.6;2018-01-04T15:00:00;0.5;987.25;n;0;-1.11;980.15;0;1.9;0;0;0;255;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-04T16:00:00;-1.5;228.29;2018-01-04:15;3;0;69;1515078000
89;95.5;4.8;2018-01-04T16:00:00;1.5;987.2;n;0;-7.88;980.1;-90;1.9;0;0;0;275;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T17:00:00;-1.3;240.39;2018-01-04:16;2.8;0;81;1515081600
90;95.5;3.6;2018-01-04T17:00:00;1.5;987.1;n;0;-15.51;980;-90;1.6;0;0;0;280;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T18:00:00;-0.7;252.18;2018-01-04:17;2.7;0;92;1515085200
91;96;2.8;2018-01-04T18:00:00;1.5;986.85;n;0;-23.66;979.75;-90;1.6;0;0;0;285;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T19:00:00;-0.2;264.05;2018-01-04:18;2.6;0;96;1515088800
92;96;2.4;2018-01-04T19:00:00;1.5;986.5;n;0;-31.99;979.4;-90;1.3;0;0;0;248;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T20:00:00;0.1;276.55;2018-01-04:19;2.5;0;95;1515092400
93;96;2;2018-01-04T20:00:00;1.5;986.55;n;0;-40.09;979.45;-90;1.3;0;0;0;249;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T21:00:00;0.4;290.45;2018-01-04:20;2.5;0;94;1515096000
94;96.5;1.6;2018-01-04T21:00:00;1.5;986.55;n;0;-47.41;979.45;-90;1.4;0;0;0;200;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T22:00:00;0.8;306.76;2018-01-04:21;2.4;0;94;1515099600
95;97.5;1.2;2018-01-04T22:00:00;1.5;986.35;n;0;-53.14;979.25;-90;1.9;0;0;0;290;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T23:00:00;1.3;326.55;2018-01-04:22;2.3;0;94;1515103200
96;97.5;1.6;2018-01-04T23:00:00;1.5;986;n;0;-56.24;978.9;-90;1.9;0;0;0;115;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-05T00:00:00;0.6;349.99;2018-01-04:23;2.2;0;93;1515106800
