;rh;wind_spd;timestamp_utc;vis;slp;pod;dni;elev_angle;pres;h_angle;dewpt;snow;uv;solar_rad;wind_dir;weather;ghi;dhi;timestamp_local;app_temp;azimuth;datetime;temp;precip;clouds;ts
18;94.5;9.6;2018-01-01T17:00:00;1.5;989.1;n;0;-16.01;988.1;-90;3.5;0;0;0;225;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T18:00:00;-1;252.24;2018-01-01:17;4.5;0;93;1514826000
19;94;9.2;2018-01-01T18:00:00;1.5;989.7;n;0;-23.97;988.7;-90;3.3;0;0;0;220;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T19:00:00;-0.6;264.25;2018-01-01:18;4.7;0;78;1514829600
20;94;9.2;2018-01-01T19:00:00;1.5;990.1;n;0;-32.1;989.1;-90;3.1;0;0;0;205;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T20:00:00;-1.5;276.91;2018-01-01:19;4;0;74;1514833200
21;94;9.2;2018-01-01T20:00:00;1.5;990.5;n;0;-39.98;989.5;-90;3.3;0;0;0;210;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-01T21:00:00;-1.4;290.95;2018-01-01:20;4.1;0;73;1514836800
22;92;8.8;2018-01-01T21:00:00;0.5;990.9;n;0;-47.09;989.9;-90;3.5;0;0;0;215;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-01T22:00:00;-0.5;307.33;2018-01-01:21;4.7;0;57;1514840400
23;91;9.2;2018-01-01T22:00:00;1;991.5;n;0;-52.63;990.5;-90;3.6;0;0;0;230;{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'};0;0;2018-01-01T23:00:00;-0.3;327.03;2018-01-01:22;5;0;39;1514844000
24;93.5;9.6;2018-01-01T23:00:00;1;992.2;n;0;-55.61;991.2;-90;3.7;0;0;0;235;{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'};0;0;2018-01-02T00:00:00;-0.8;350.14;2018-01-01:23;4.7;0;37;1514847600
25;93;10;2018-01-02T00:00:00;0.5;992.6;n;0;-55.27;991.6;-90;3.3;0;0;0;240;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T01:00:00;-1.3;14.58;2018-01-02:00;4.3;0;58;1514851200
26;93.5;10.8;2018-01-02T01:00:00;0.5;993.3;n;0;-51.7;992.3;-90;3;0;0;0;240;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T02:00:00;-2;37.1;2018-01-02:01;4;0.1;66;1514854800
27;94;10.4;2018-01-02T02:00:00;0.5;994.1;n;0;-45.78;993.1;-90;2.8;0;0;0;235;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T03:00:00;-2.2;56.09;2018-01-02:02;3.7;0;56;1514858400
28;94;9.6;2018-01-02T03:00:00;0.5;994.5;n;0;-38.46;993.5;-90;2.6;0;0;0;235;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T04:00:00;-2.5;71.93;2018-01-02:03;3.4;0;51;1514862000
29;94.5;9.2;2018-01-02T04:00:00;0.5;995.3;n;0;-30.49;994.3;-90;2.5;0;0;0;225;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T05:00:00;-2.4;85.62;2018-01-02:04;3.4;0;69;1514865600
30;93.5;9.2;2018-01-02T05:00:00;1.5;996.2;n;0;-22.36;995.2;-90;2.5;0;0;0;225;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T06:00:00;-2.5;98.1;2018-01-02:05;3.3;0;80;1514869200
31;93.5;9.2;2018-01-02T06:00:00;1.5;996.9;n;0;-14.47;995.9;-90;2.5;0;0;0;230;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T07:00:00;-2.2;110.05;2018-01-02:06;3.5;0;98;1514872800
32;94;9.6;2018-01-02T07:00:00;1.5;997.5;n;0;-7.16;996.5;-90;2.5;0;0;0;230;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T08:00:00;-2.4;121.97;2018-01-02:07;3.4;0;99;1514876400
33;94.5;9.2;2018-01-02T08:00:00;1.5;998.3;n;0;-0.75;997.3;-67.5;2.6;0;0;0;235;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T09:00:00;-2.3;134.24;2018-01-02:08;3.4;0;99;1514880000
34;95;8.8;2018-01-02T09:00:00;1.5;998.9;n;274.28;4.41;997.9;-45;2.7;0;0.7;8.39763;235;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};44.54;33.11;2018-01-02T10:00:00;-2.2;147.05;2018-01-02:09;3.4;0;97;1514883600
35;93;8.4;2018-01-02T10:00:00;1.5;999.5;d;428.35;8.02;998.5;-22.5;3.1;0;0.9;41.1532;230;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};98.63;48.06;2018-01-02T11:00:00;-1.1;160.45;2018-01-02:10;4.1;0;88;1514887200
36;90.5;8;2018-01-02T11:00:00;0.5;1000;d;485.77;9.8;999;0;3;0;1.5;110.996;230;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};128.04;54.16;2018-01-02T12:00:00;-0.5;174.31;2018-01-02:11;4.5;0;57;1514890800
37;91;8;2018-01-02T12:00:00;1;1000.3;d;480.32;9.62;999.3;22.5;3;0;1.8;120.392;235;{'icon': 'c02d', 'code': 802, 'description': 'Scattered clouds'};124.97;53.56;2018-01-02T13:00:00;0.1;188.31;2018-01-02:12;5;0;39;1514894400
38;92.5;8;2018-01-02T13:00:00;0.5;1000.6;d;409.18;7.49;999.6;45;3;0;1.5;83.8942;230;{'icon': 'c03d', 'code': 803, 'description': 'Broken clouds'};90.12;46.1;2018-01-02T14:00:00;0.4;202.11;2018-01-02:13;5.2;0;47;1514898000
39;92.5;7.6;2018-01-02T14:00:00;0.5;1000.8;n;228.17;3.57;999.8;67.5;2.9;0;1.4;30.8334;220;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};33.5;28.89;2018-01-02T15:00:00;0.4;215.41;2018-01-02:14;5;0;49;1514901600
40;93.5;7.6;2018-01-02T15:00:00;0.5;1001.2;n;0;-1.84;1000.2;-90;2.8;0;0;0;225;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0;0;2018-01-02T16:00:00;-1.1;228.11;2018-01-02:15;3.9;0;67;1514905200
41;94;8;2018-01-02T16:00:00;1.5;1001;n;0;-8.44;1000;-90;2.8;0;0;0;205;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T17:00:00;-1.6;240.3;2018-01-02:16;3.6;0;80;1514908800
42;96;8;2018-01-02T17:00:00;1.5;1000.9;n;0;-15.88;999.9;-90;2.6;0;0;0;205;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T18:00:00;-2.2;252.2;2018-01-02:17;3.2;0;90;1514912400
43;95;8;2018-01-02T18:00:00;1.5;1000.6;n;0;-23.84;999.6;-90;2.6;0;0;0;190;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T19:00:00;-2;264.21;2018-01-02:18;3.4;0;96;1514916000
44;95.5;8;2018-01-02T19:00:00;1.5;1000;n;0;-31.96;999;-90;3;0;0;0;180;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T20:00:00;-1.6;276.87;2018-01-02:19;3.6;0;98;1514919600
45;94.5;7.6;2018-01-02T20:00:00;1.5;999.5;n;0;-39.85;998.5;-90;2.9;0;0;0;175;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T21:00:00;-1.4;290.89;2018-01-02:20;3.6;0;100;1514923200
46;95;7.6;2018-01-02T21:00:00;1.5;998.8;n;0;-46.96;997.8;-90;3;0;0;0;155;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T22:00:00;-1.4;307.25;2018-01-02:21;3.6;0;99;1514926800
47;95;8;2018-01-02T22:00:00;1.5;997.9;n;0;-52.51;996.9;-90;3.3;0;0;0;165;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-02T23:00:00;-1.1;326.91;2018-01-02:22;4;0;97;1514930400
48;96;9.2;2018-01-02T23:00:00;1.5;996.6;n;0;-55.51;995.6;-90;3.3;0;0;0;160;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T00:00:00;-1.7;349.96;2018-01-02:23;3.9;0.1;92;1514934000
49;95.5;9.6;2018-01-03T00:00:00;1.5;995.2;n;0;-55.2;994.2;-90;3;0;0;0;150;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T01:00:00;-2;14.37;2018-01-03:00;3.7;0;91;1514937600
50;94;10;2018-01-03T01:00:00;1.5;993.1;n;0;-51.66;992.1;-90;2.9;0;0;0;140;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T02:00:00;-2.1;36.89;2018-01-03:01;3.7;0.1;100;1514941200
51;92.5;11.6;2018-01-03T02:00:00;1.5;991.1;n;0;-45.76;990.1;-90;2.9;0;0;0;135;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T03:00:00;-2.2;55.89;2018-01-03:02;4;0.3;100;1514944800
52;91.5;12.8;2018-01-03T03:00:00;1.5;989;n;0;-38.45;988;-90;2.9;0;0;0;125;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T04:00:00;-2.2;71.75;2018-01-03:03;4.2;0.7;100;1514948400
53;91;14.4;2018-01-03T04:00:00;1.5;986.4;n;0;-30.48;985.4;-90;2.9;0;0;0;125;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T05:00:00;-2.6;85.46;2018-01-03:04;4.2;1;99;1514952000
54;90;15.6;2018-01-03T05:00:00;5;983.6;n;0;-22.35;982.6;-90;2.4;0;0;0;120;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T06:00:00;-3.2;97.95;2018-01-03:05;3.9;1.1;99;1514955600
55;91.5;16.4;2018-01-03T06:00:00;1.5;981.9;n;0;-14.45;980.9;-90;2.4;0;0;0;125;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T07:00:00;-3.7;109.9;2018-01-03:06;3.6;1;100;1514959200
56;91.5;16.8;2018-01-03T07:00:00;1.5;980.1;n;0;-7.13;979.1;-90;2.4;0;0;0;120;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T08:00:00;-3.8;121.84;2018-01-03:07;3.6;0.9;100;1514962800
57;92;17.2;2018-01-03T08:00:00;1.5;978.7;n;0;-0.71;977.7;-67.5;2.1;0;0;0;120;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};0;0;2018-01-03T09:00:00;-4.3;134.1;2018-01-03:08;3.3;1;100;1514966400
58;93;16.8;2018-01-03T09:00:00;1.5;977.9;n;276.95;4.46;976.9;-45;2.1;0;0.7;5.89181;115;{'icon': 'r01n', 'code': 500, 'description': 'Light rain'};45.24;33.36;2018-01-03T10:00:00;-4.5;146.92;2018-01-03:09;3.1;1;99;1514970000
59;92.5;15.6;2018-01-03T10:00:00;1.5;977.2;d;430.72;8.09;976.2;-22.5;2.1;0;0.7;12.9883;120;{'icon': 'r01d', 'code': 500, 'description': 'Light rain'};99.73;48.31;2018-01-03T11:00:00;-4.1;160.33;2018-01-03:10;3.2;0.8;99;1514973600
60;93.5;14.8;2018-01-03T11:00:00;1.5;976.5;d;488.28;9.89;975.5;0;2.3;0;0.8;16.8615;115;{'icon': 'r01d', 'code': 500, 'description': 'Light rain'};129.47;54.43;2018-01-03T12:00:00;-4.1;174.19;2018-01-03:11;3.1;0.6;99;1514977200
61;93.5;13.2;2018-01-03T12:00:00;1.5;976.4;d;483.33;9.72;975.4;22.5;2.3;0;0.8;16.4955;115;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};126.66;53.89;2018-01-03T13:00:00;-3.5;188.21;2018-01-03:12;3.3;0.5;99;1514980800
62;94.5;11.6;2018-01-03T13:00:00;1.5;976.4;d;413.35;7.6;975.4;45;2.4;0;0.7;9.192;110;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};91.92;46.53;2018-01-03T14:00:00;-3.2;202.02;2018-01-03:13;3.2;0.5;100;1514984400
63;95;10.4;2018-01-03T14:00:00;1.5;976.5;n;235.22;3.7;975.5;67.5;2.4;0;0.6;3.507;95;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};35.07;29.53;2018-01-03T15:00:00;-3;215.34;2018-01-03:14;3.1;0.5;100;1514988000
64;95.5;9.2;2018-01-03T15:00:00;1.5;977;n;0;-1.71;976;-90;2.5;0;0;0;85;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T16:00:00;-2.8;228.06;2018-01-03:15;3;0.4;100;1514991600
65;96;7.6;2018-01-03T16:00:00;1.5;977.7;n;0;-8.3;976.7;-90;2.5;0;0;0;80;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T17:00:00;-2.2;240.25;2018-01-03:16;3;0.4;99;1514995200
66;97;6.4;2018-01-03T17:00:00;1.5;978.1;n;0;-15.74;977.1;-90;2.7;0;0;0;60;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T18:00:00;-1.7;252.16;2018-01-03:17;3.1;0.4;99;1514998800
67;96.5;6;2018-01-03T18:00:00;1.5;978.5;n;0;-23.7;977.5;-90;2.6;0;0;0;50;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T19:00:00;-1.5;264.18;2018-01-03:18;3.1;0.4;99;1515002400
68;96.5;5.6;2018-01-03T19:00:00;1.5;979.1;n;0;-31.82;978.1;-90;2.5;0;0;0;35;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T20:00:00;-1.4;276.83;2018-01-03:19;3;0.3;99;1515006000
69;96.5;5.2;2018-01-03T20:00:00;1.5;979.5;n;0;-39.72;978.5;-90;2.4;0;0;0;30;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T21:00:00;-1.5;290.85;2018-01-03:20;2.9;0.2;97;1515009600
70;96.5;4.8;2018-01-03T21:00:00;1.5;979.9;n;0;-46.83;978.9;-90;2.2;0;0;0;15;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T22:00:00;-1.4;307.18;2018-01-03:21;2.7;0.1;99;1515013200
71;93;4.4;2018-01-03T22:00:00;1.5;980.05;n;0;-52.39;979.65;-90;2;0;0;0;355;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-03T23:00:00;-1.3;326.79;2018-01-03:22;2.6;0.2;99;1515016800
72;100;4;2018-01-03T23:00:00;1.5;980.3;n;0;-55.41;979.9;-90;3;0;0;0;330;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T00:00:00;-0.9;349.79;2018-01-03:23;2.8;0.2;99;1515020400
73;100;3.2;2018-01-04T00:00:00;1.5;981.1;n;0;-55.12;980.7;-90;3;0;0;0;305;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T01:00:00;-0.2;14.16;2018-01-04:00;2.9;0.2;99;1515024000
74;93;2.8;2018-01-04T01:00:00;1.5;981.9;n;0;-51.61;981.5;-90;3;0;0;0;290;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T02:00:00;0.1;36.67;2018-01-04:01;2.9;0.3;97;1515027600
75;100;2.4;2018-01-04T02:00:00;1.5;982.3;n;0;-45.72;981.9;-90;3;0;0;0;245;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T03:00:00;0.4;55.69;2018-01-04:02;2.8;0.2;97;1515031200
76;93;2.8;2018-01-04T03:00:00;1.5;982.95;n;0;-38.43;982.55;-90;3;0;0;0;210;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T04:00:00;0.1;71.57;2018-01-04:03;2.9;0.2;97;1515034800
77;93;2.8;2018-01-04T04:00:00;1.5;983.2;n;0;-30.46;982.8;-90;3;0;0;0;205;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T05:00:00;0.3;85.29;2018-01-04:04;3;0.2;96;1515038400
78;93;2.8;2018-01-04T05:00:00;1.5;984;n;0;-22.33;983.6;-90;3;0;0;0;170;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T06:00:00;0.1;97.79;2018-01-04:05;2.9;0.2;96;1515042000
79;93;3.2;2018-01-04T06:00:00;1.5;984.35;n;0;-14.43;983.95;-90;3;0;0;0;125;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T07:00:00;-0.3;109.76;2018-01-04:06;2.8;0.1;94;1515045600
80;100;3.2;2018-01-04T07:00:00;1.5;985;n;0;-7.1;984.6;-90;3;0;0;0;105;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T08:00:00;-0.3;121.69;2018-01-04:07;2.8;0.1;92;1515049200
81;100;3.2;2018-01-04T08:00:00;1.5;985.3;n;0;-0.67;984.9;-67.5;3;0;0;0;90;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T09:00:00;-0.5;133.96;2018-01-04:08;2.6;0.1;89;1515052800
82;93;3.2;2018-01-04T09:00:00;1.5;986.1;n;279.99;4.52;985.7;-45;3;0;0.9;24.0543;80;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};46.05;33.64;2018-01-04T10:00:00;-0.2;146.78;2018-01-04:09;2.9;0;83;1515056400
83;93;2.8;2018-01-04T10:00:00;1.5;986.5;d;433.34;8.16;986.1;-22.5;3;0;1;54.6782;75;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};100.95;48.58;2018-01-04T11:00:00;0.4;160.2;2018-01-04:10;3.1;0;82;1515060000
84;100;2.4;2018-01-04T11:00:00;1.5;987.1;d;490.98;9.98;986.7;0;4;0;1;63.1663;65;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};131.03;54.73;2018-01-04T12:00:00;1.1;174.08;2018-01-04:11;3.4;0;85;1515063600
85;100;2.4;2018-01-04T12:00:00;1.5;987.15;d;486.53;9.83;986.75;22.5;4;0;1.1;71.9902;55;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};128.47;54.24;2018-01-04T13:00:00;1.3;188.11;2018-01-04:12;3.6;0.1;81;1515067200
86;100;2.4;2018-01-04T13:00:00;1.5;987.2;d;417.73;7.72;986.8;45;4;0;1;52.5847;40;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};93.84;46.97;2018-01-04T14:00:00;1.2;201.94;2018-01-04:13;3.5;0.1;81;1515070800
87;93;2.8;2018-01-04T14:00:00;1.5;987.25;n;242.54;3.83;986.85;67.5;3;0;1;22.533;45;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};36.74;30.2;2018-01-04T15:00:00;0.7;215.27;2018-01-04:14;3.4;0.1;78;1515074400
88;93;3.2;2018-01-04T15:00:00;1.5;987.4;n;0;-1.58;987;-90;3;0;0;0;35;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T16:00:00;-0.1;228.01;2018-01-04:15;3;0.1;76;1515078000
89;93;4;2018-01-04T16:00:00;1.5;987.4;n;0;-8.16;987;-90;3;0;0;0;35;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T17:00:00;-0.7;240.21;2018-01-04:16;2.9;0;73;1515081600
90;86;4.4;2018-01-04T17:00:00;5;987.45;n;0;-15.6;987.05;-90;1.9;0;0;0;185;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T18:00:00;-1;252.13;2018-01-04:17;2.9;0;71;1515085200
91;86;4.4;2018-01-04T18:00:00;5;987.3;n;0;-23.55;986.9;-90;1.9;0;0;0;30;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T19:00:00;-1;264.15;2018-01-04:18;2.9;0;76;1515088800
92;80;4.4;2018-01-04T19:00:00;5;986.55;n;0;-31.68;986.15;-90;0.8;0;0;0;35;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T20:00:00;-1;276.8;2018-01-04:19;2.9;0;83;1515092400
93;80;4.4;2018-01-04T20:00:00;5;986.5;n;0;-39.57;986.1;-90;0.8;0;0;0;25;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T21:00:00;-1.1;290.8;2018-01-04:20;2.8;0;89;1515096000
94;80;4.4;2018-01-04T21:00:00;5;987.1;n;0;-46.69;986.7;-90;0.8;0;0;0;200;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T22:00:00;-1.1;307.11;2018-01-04:21;2.8;0;93;1515099600
95;87.5;4;2018-01-04T22:00:00;5;987.1;n;0;-52.25;986.1;-90;0.9;0;0;0;360;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-04T23:00:00;-0.9;326.68;2018-01-04:22;2.8;0;94;1515103200
96;87;4;2018-01-04T23:00:00;5;986.9;n;0;-55.29;985.9;-90;0.3;0;0;0;40;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-05T00:00:00;-1.5;349.63;2018-01-04:23;2.3;0.1;97;1515106800
97;91;4;2018-01-05T00:00:00;1.5;986.9;n;0;-55.03;985.9;-90;0.6;0;0;0;175;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0;0;2018-01-05T01:00:00;-1.9;13.95;2018-01-05:00;1.9;0;96;1515110400
