;rh;wind_spd;timestamp_utc;vis;slp;pod;dni;elev_angle;pres;h_angle;dewpt;snow;uv;solar_rad;wind_dir;weather;ghi;dhi;timestamp_local;app_temp;azimuth;datetime;temp;precip;clouds;ts
31;64.0;16.4;2019-01-02T06:00:00;1.5;1026.3;n;0.0;-13.54;1022.0;;6.8;0.0;0.0;0.0;345;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T07:00:00;-4.4;110.92;2019-01-02:06;3.1;0.0;6;1546408800
32;65.0;15.6;2019-01-02T07:00:00;1.5;1027.45;n;0.0;-5.93;1023.1;;-5.3;0.0;0.0;0.0;345;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T08:00:00;-4.5;122.61;2019-01-02:07;3.0;0.0;3;1546412400
33;62.0;14.8;2019-01-02T08:00:00;1.5;1028.8;n;43.28;0.73;1024.45;;-5.3;0.0;1.9;4.62998;335;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};4.63;10.96;2019-01-02T09:00:00;-4.6;134.72;2019-01-02:08;2.7;0.0;3;1546416000
34;61.0;14.4;2019-01-02T09:00:00;1.5;1029.85;d;354.01;6.08;1025.5;;-5.3;0.0;2.2;68.5399;345;{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'};68.54;40.55;2019-01-02T10:00:00;-4.1;147.47;2019-01-02:09;3.0;0.0;2;1546419600
35;61.0;14.0;2019-01-02T10:00:00;1.5;1030.75;d;486.55;9.8;1026.4;;-5.3;0.0;2.4;128.16;345;{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'};128.16;54.12;2019-01-02T11:00:00;-3.6;160.89;2019-01-02:10;3.4;0.0;2;1546423200
36;54.0;13.6;2019-01-02T11:00:00;1.5;1031.3;d;535.89;11.6;1026.95;;-6.3;0.0;2.6;158.99;340;{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'};158.99;59.64;2019-01-02T12:00:00;-3.4;174.82;2019-01-02:11;3.4;0.0;2;1546426800
37;53.0;13.2;2019-01-02T12:00:00;1.5;1031.7;d;528.84;11.33;1027.35;;-5.3;0.0;2.6;154.23;355;{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'};154.23;58.84;2019-01-02T13:00:00;-2.8;188.91;2019-01-02:12;3.8;0.0;2;1546430400
38;54.0;12.8;2019-01-02T13:00:00;5.0;1031.9;d;462.03;9.0;1027.55;;-6.0;0.0;2.4;114.83;345;{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'};114.83;51.48;2019-01-02T14:00:00;-3.0;202.73;2019-01-02:13;3.6;0.0;1;1546434000
39;54.0;12.4;2019-01-02T14:00:00;5.0;1032.7;d;295.87;4.83;1028.35;;-5.3;0.0;2.1;50.27;345;{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'};50.27;35.04;2019-01-02T15:00:00;-3.2;215.99;2019-01-02:14;3.4;0.0;1;1546437600
40;58.0;11.2;2019-01-02T15:00:00;1.5;1033.2;n;0.0;-0.91;1028.85;;-6.0;0.0;0.0;0.0;340;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T16:00:00;-3.9;228.56;2019-01-02:15;2.6;0.0;2;1546441200
41;64.0;10.0;2019-01-02T16:00:00;1.5;1033.75;n;0.0;-7.84;1029.4;;-5.3;0.0;0.0;0.0;325;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T17:00:00;-4.5;240.54;2019-01-02:16;1.9;0.0;2;1546444800
42;67.0;8.8;2019-01-02T17:00:00;1.5;1034.2;n;0.0;-15.65;1029.85;;-4.2;0.0;0.0;0.0;315;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T18:00:00;-4.9;252.18;2019-01-02:17;1.4;0.0;2;1546448400
43;70.0;8.0;2019-01-02T18:00:00;1.5;1034.35;n;0.0;-23.97;1030.0;;-4.2;0.0;0.0;0.0;310;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T19:00:00;-5.7;263.9;2019-01-02:18;0.5;0.0;2;1546452000
44;72.0;7.6;2019-01-02T19:00:00;5.0;1034.65;n;0.0;-32.49;1030.25;;-4.2;0.0;0.0;0.0;305;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T20:00:00;-6.0;276.26;2019-01-02:19;0.1;0.0;1;1546455600
45;70.0;7.2;2019-01-02T20:00:00;5.0;1034.55;n;0.0;-40.78;1030.15;;-4.2;0.0;0.0;0.0;280;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T21:00:00;-7.5;290.06;2019-01-02:20;-1.2;0.0;1;1546459200
46;72.0;7.2;2019-01-02T21:00:00;5.0;1034.4;n;0.0;-48.29;1030.0;;-4.2;0.0;0.0;0.0;275;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T22:00:00;-7.6;306.39;2019-01-02:21;-1.3;0.0;0;1546462800
47;71.0;7.2;2019-01-02T22:00:00;5.0;1034.5;n;0.0;-54.17;1030.1;;-4.2;0.0;0.0;0.0;285;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T23:00:00;-8.3;326.45;2019-01-02:22;-1.8;0.0;0;1546466400
48;73.0;7.2;2019-01-02T23:00:00;1.5;1034.6;n;0.0;-57.32;1030.2;;-4.2;0.0;0.0;0.0;275;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-03T00:00:00;-8.4;350.48;2019-01-02:23;-1.9;0.0;5;1546470000
49;72.0;7.6;2019-01-03T00:00:00;5.0;1034.55;n;0.0;-56.83;1030.15;;-4.2;0.0;0.0;0.0;265;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T01:00:00;-8.8;16.01;2019-01-03:00;-2.0;0.0;0;1546473600
50;71.0;8.0;2019-01-03T01:00:00;5.0;1034.35;n;0.0;-52.86;1029.95;;-4.2;0.0;0.0;0.0;275;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T02:00:00;-8.6;39.12;2019-01-03:01;-1.8;0.0;0;1546477200
51;68.0;8.0;2019-01-03T02:00:00;5.0;1034.55;n;0.0;-46.45;1030.15;;-4.2;0.0;0.0;0.0;270;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T03:00:00;-9.7;58.11;2019-01-03:02;-2.6;0.0;0;1546480800
52;69.0;8.0;2019-01-03T03:00:00;5.0;1034.3;n;0.0;-38.67;1029.9;;-4.2;0.0;0.0;0.0;275;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T04:00:00;-9.3;73.66;2019-01-03:03;-2.3;0.0;0;1546484400
53;79.0;8.0;2019-01-03T04:00:00;5.0;1034.2;n;0.0;-30.27;1029.8;;-4.2;0.0;0.0;0.0;255;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T05:00:00;-9.7;87.0;2019-01-03:04;-2.6;0.0;0;1546488000
54;88.0;8.0;2019-01-03T05:00:00;5.0;1033.7;n;0.0;-21.76;1029.3;;-4.2;0.0;0.0;0.0;250;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T06:00:00;-10.0;99.13;2019-01-03:05;-2.8;0.0;0;1546491600
55;89.0;8.0;2019-01-03T06:00:00;5.0;1034.35;n;0.0;-13.53;1029.95;;-4.2;0.0;0.0;0.0;285;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T07:00:00;-9.7;110.78;2019-01-03:06;-2.6;0.0;1;1546495200
56;91.0;8.0;2019-01-03T07:00:00;0.5;1034.85;n;0.0;-5.91;1030.45;;-4.2;0.0;0.0;0.0;280;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0.0;0.0;2019-01-03T08:00:00;-8.8;122.47;2019-01-03:07;-1.9;0.0;67;1546498800
57;90.0;7.6;2019-01-03T08:00:00;5.0;1035.35;n;45.44;0.76;1030.95;;-5.2;0.0;0.7;1.5534;305;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};4.86;11.22;2019-01-03T09:00:00;-9.1;134.59;2019-01-03:08;-2.3;0.0;95;1546502400
58;86.0;7.2;2019-01-03T09:00:00;5.0;1035.65;d;356.15;6.13;1031.25;;-4.2;0.0;0.7;20.4385;310;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};69.29;40.76;2019-01-03T10:00:00;-6.8;147.34;2019-01-03:09;-0.7;0.0;96;1546506000
59;83.0;6.4;2019-01-03T10:00:00;5.0;1035.85;d;488.54;9.87;1031.45;;-1.1;0.0;0.8;31.5195;315;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};129.3;54.34;2019-01-03T11:00:00;-4.7;160.77;2019-01-03:10;0.8;0.0;98;1546509600
60;80.0;6.0;2019-01-03T11:00:00;5.0;1035.8;d;538.05;11.68;1031.45;;-1.1;0.0;0.9;51.9577;300;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};160.47;59.89;2019-01-03T12:00:00;-3.9;174.71;2019-01-03:11;1.2;0.0;97;1546513200
61;79.0;5.6;2019-01-03T12:00:00;5.0;1035.6;d;531.48;11.43;1031.25;;0.0;0.0;0.9;50.5071;315;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};155.99;59.14;2019-01-03T13:00:00;-2.9;188.81;2019-01-03:12;1.9;0.0;97;1546516800
62;78.0;5.2;2019-01-03T13:00:00;5.0;1035.5;d;465.67;9.12;1031.15;;1.0;0.0;0.8;37.7954;320;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};116.73;51.87;2019-01-03T14:00:00;-2.8;202.65;2019-01-03:13;1.8;0.0;97;1546520400
63;77.0;5.2;2019-01-03T14:00:00;5.0;1035.65;d;302.03;4.95;1031.3;;-0.1;0.0;0.9;31.32;315;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};52.03;35.61;2019-01-03T15:00:00;-3.4;215.92;2019-01-03:14;1.3;0.0;83;1546524000
64;77.0;5.2;2019-01-03T15:00:00;0.5;1036.1;n;0.0;-0.77;1031.7;;0.0;0.0;0.0;0.0;305;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0.0;0.0;2019-01-03T16:00:00;-4.2;228.51;2019-01-03:15;0.7;0.0;60;1546527600
65;77.0;5.6;2019-01-03T16:00:00;0.5;1036.1;n;0.0;-7.71;1031.7;;-1.1;0.0;0.0;0.0;260;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0.0;0.0;2019-01-03T17:00:00;-6.3;240.5;2019-01-03:16;-0.8;0.0;64;1546531200
66;77.0;5.6;2019-01-03T17:00:00;5.0;1036.05;n;0.0;-15.51;1031.65;;-2.1;0.0;0.0;0.0;275;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T18:00:00;-7.1;252.15;2019-01-03:17;-1.5;0.0;93;1546534800
67;80.0;6.0;2019-01-03T18:00:00;5.0;1035.75;n;0.0;-23.84;1031.35;;-2.1;0.0;0.0;0.0;270;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T19:00:00;-6.8;263.87;2019-01-03:18;-1.1;0.0;95;1546538400
68;83.0;6.8;2019-01-03T19:00:00;5.0;1035.55;n;0.0;-32.35;1031.15;;-2.1;0.0;0.0;0.0;250;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T20:00:00;-7.2;276.23;2019-01-03:19;-1.1;0.0;95;1546542000
69;90.0;7.6;2019-01-03T20:00:00;5.0;1035.05;n;0.0;-40.64;1030.65;;-2.1;0.0;0.0;0.0;250;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T21:00:00;-7.1;290.02;2019-01-03:20;-0.8;0.0;98;1546545600
70;93.0;8.0;2019-01-03T21:00:00;1.5;1034.1;n;0.0;-48.15;1029.7;;-2.1;0.0;0.0;0.0;240;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T22:00:00;-5.9;306.32;2019-01-03:21;0.3;0.0;100;1546549200
71;94.0;8.4;2019-01-03T22:00:00;1.5;1033.65;n;0.0;-54.05;1029.25;;-2.1;0.0;0.0;0.0;245;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T23:00:00;-5.3;326.33;2019-01-03:22;0.9;0.0;98;1546552800
72;94.0;8.8;2019-01-03T23:00:00;1.5;1032.8;n;0.0;-57.21;1028.45;;-2.1;0.0;0.0;0.0;255;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T00:00:00;-5.2;350.3;2019-01-03:23;1.1;0.0;99;1546556400
73;94.0;9.6;2019-01-04T00:00:00;1.5;1032.25;n;0.0;-56.75;1027.9;;-2.1;0.0;0.0;0.0;255;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T01:00:00;-4.7;15.79;2019-01-04:00;1.7;0.0;99;1546560000
74;93.0;10.4;2019-01-04T01:00:00;1.5;1031.65;n;0.0;-52.81;1027.3;;-2.1;0.0;0.0;0.0;275;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T02:00:00;-2.8;38.89;2019-01-04:01;3.3;0.0;100;1546563600
75;91.0;10.8;2019-01-04T02:00:00;1.5;1030.85;n;0.0;-46.42;1026.5;;-2.1;0.0;0.0;0.0;270;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T03:00:00;-2.3;57.91;2019-01-04:02;3.7;0.0;100;1546567200
76;91.0;11.2;2019-01-04T03:00:00;1.5;1030.15;n;0.0;-38.65;1025.8;;-2.1;0.0;0.0;0.0;270;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T04:00:00;-2.6;73.48;2019-01-04:03;3.6;0.0;100;1546570800
77;92.0;11.2;2019-01-04T04:00:00;1.5;1029.2;n;0.0;-30.26;1024.85;;-2.1;0.0;0.0;0.0;285;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T05:00:00;-2.7;86.83;2019-01-04:04;3.5;0.0;100;1546574400
78;91.0;11.6;2019-01-04T05:00:00;1.5;1028.5;n;0.0;-21.75;1024.15;;-2.1;0.0;0.0;0.0;290;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T06:00:00;-2.5;98.97;2019-01-04:05;3.8;0.0;99;1546578000
79;83.0;12.0;2019-01-04T06:00:00;5.0;1027.55;n;0.0;-13.51;1023.25;;-2.1;0.0;0.0;0.0;285;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T07:00:00;-2.2;110.63;2019-01-04:06;4.0;0.0;99;1546581600
80;85.0;12.0;2019-01-04T07:00:00;5.0;1027.05;n;0.0;-5.88;1022.75;;3.0;0.0;0.0;0.0;285;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T08:00:00;-2.0;122.33;2019-01-04:07;4.2;0.0;99;1546585200
81;86.0;11.6;2019-01-04T08:00:00;5.0;1026.85;n;48.09;0.8;1022.55;;3.0;0.0;0.6;1.25298;280;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};5.14;11.54;2019-01-04T09:00:00;-1.7;134.45;2019-01-04:08;4.3;0.0;98;1546588800
82;87.0;10.8;2019-01-04T09:00:00;5.0;1026.0;d;358.59;6.19;1021.7;;4.0;0.0;0.7;20.6922;290;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};70.15;41.0;2019-01-04T10:00:00;-1.3;147.2;2019-01-04:09;4.5;0.0;96;1546592400
83;90.0;10.4;2019-01-04T10:00:00;5.0;1025.9;d;490.74;9.94;1021.6;;4.0;0.0;0.8;38.5143;300;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};130.57;54.58;2019-01-04T11:00:00;-1.1;160.64;2019-01-04:10;4.5;0.0;96;1546596000
84;88.0;10.0;2019-01-04T11:00:00;5.0;1025.8;d;540.38;11.78;1021.55;;4.0;0.0;0.9;59.5051;305;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};162.09;60.16;2019-01-04T12:00:00;-0.1;174.59;2019-01-04:11;5.3;0.0;93;1546599600
85;89.0;10.0;2019-01-04T12:00:00;5.0;1025.25;d;534.27;11.54;1021.0;;4.0;0.0;0.9;42.5782;305;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};157.88;59.46;2019-01-04T13:00:00;0.3;188.71;2019-01-04:12;5.5;0.0;97;1546603200
86;87.0;10.0;2019-01-04T13:00:00;5.0;1024.8;d;469.49;9.24;1020.55;;3.7;0.0;0.8;32.0281;300;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};118.76;52.28;2019-01-04T14:00:00;0.6;202.57;2019-01-04:13;5.8;0.0;97;1546606800
87;86.0;10.8;2019-01-04T14:00:00;5.0;1024.05;d;308.41;5.08;1019.8;;5.0;0.0;0.7;13.1368;290;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};53.89;36.21;2019-01-04T15:00:00;1.5;215.86;2019-01-04:14;6.6;0.0;98;1546610400
88;87.0;12.0;2019-01-04T15:00:00;5.0;1023.95;n;0.0;-0.64;1019.75;;5.8;0.0;0.0;0.0;300;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T16:00:00;1.5;228.46;2019-01-04:15;6.8;0.0;98;1546614000
