;rh;wind_spd;timestamp_utc;vis;slp;pod;dni;elev_angle;pres;h_angle;dewpt;snow;uv;solar_rad;wind_dir;weather;ghi;dhi;timestamp_local;app_temp;azimuth;datetime;temp;precip;clouds;ts
16;68.5;21.2;2019-01-01T15:00:00;5.0;1008.05;n;0.0;-1.5;1000.85;;1.1;0.0;0.0;0.0;305;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-01T16:00:00;-2.7;228.45;2019-01-01:15;4.8;0.0;72;1546354800
17;66.5;19.6;2019-01-01T16:00:00;5.0;1009.35;n;0.0;-8.29;1002.15;;0.0;0.0;0.0;0.0;315;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-01T17:00:00;-2.2;240.52;2019-01-01:16;5.0;0.0;84;1546358400
18;63.0;18.4;2019-01-01T17:00:00;5.0;1010.85;n;0.0;-15.92;1003.6;;-1.6;0.0;0.0;0.0;315;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-01T18:00:00;-2.5;252.28;2019-01-01:17;4.8;0.0;84;1546362000
19;65.0;17.6;2019-01-01T18:00:00;5.0;1012.3;n;0.0;-24.08;1005.05;;-2.0;0.0;0.0;0.0;315;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-01T19:00:00;-3.0;264.14;2019-01-01:18;4.3;0.0;71;1546365600
20;65.5;17.2;2019-01-01T19:00:00;0.5;1013.55;n;0.0;-32.41;1006.3;;-2.3;0.0;0.0;0.0;315;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0.0;0.0;2019-01-01T20:00:00;-3.2;276.65;2019-01-01:19;4.0;0.0;58;1546369200
21;65.0;17.2;2019-01-01T20:00:00;1.5;1014.85;n;0.0;-40.5;1007.55;;-2.1;0.0;0.0;0.0;315;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-01T21:00:00;-3.7;290.59;2019-01-01:20;3.7;0.0;10;1546372800
22;65.0;16.8;2019-01-01T21:00:00;1.5;1015.75;n;0.0;-47.81;1008.45;;-2.1;0.0;0.0;0.0;310;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-01T22:00:00;-3.9;306.97;2019-01-01:21;3.5;0.0;10;1546376400
23;58.5;17.2;2019-01-01T22:00:00;1.5;1017.0;n;0.0;-53.51;1009.7;;-1.6;0.0;0.0;0.0;325;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-01T23:00:00;-3.2;326.89;2019-01-01:22;4.0;0.0;16;1546380000
24;53.0;17.2;2019-01-01T23:00:00;1.5;1018.1;n;0.0;-56.56;1010.8;;-1.8;0.0;0.0;0.0;325;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T00:00:00;-3.1;350.51;2019-01-01:23;4.2;0.0;11;1546383600
25;51.5;17.2;2019-01-02T00:00:00;1.5;1019.55;n;0.0;-56.11;1012.25;;-2.2;0.0;0.0;0.0;330;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T01:00:00;-2.6;15.53;2019-01-02:00;4.5;0.0;10;1546387200
26;49.5;17.2;2019-01-02T01:00:00;1.5;1021.05;n;0.0;-52.31;1013.7;;-2.1;0.0;0.0;0.0;330;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T02:00:00;-3.7;38.34;2019-01-02:01;3.7;0.0;12;1546390800
27;51.0;16.8;2019-01-02T02:00:00;1.5;1022.3;n;0.0;-46.12;1014.95;;-1.6;0.0;0.0;0.0;345;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T03:00:00;-4.4;57.31;2019-01-02:02;3.1;0.0;10;1546394400
28;55.5;16.4;2019-01-02T03:00:00;1.5;1023.7;n;0.0;-38.55;1016.35;;-3.4;0.0;0.0;0.0;350;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T04:00:00;-4.1;72.98;2019-01-02:03;3.3;0.0;6;1546398000
29;59.5;16.0;2019-01-02T04:00:00;1.5;1025.0;n;0.0;-30.35;1017.6;;-4.8;0.0;0.0;0.0;345;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T05:00:00;-5.0;86.48;2019-01-02:04;2.6;0.0;6;1546401600
30;60.5;15.2;2019-01-02T05:00:00;1.5;1026.45;n;0.0;-22.02;1019.0;;-4.3;0.0;0.0;0.0;345;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T06:00:00;-5.2;98.77;2019-01-02:05;2.4;0.0;5;1546405200
31;62.0;14.4;2019-01-02T06:00:00;1.5;1027.6;n;0.0;-13.96;1020.15;;-4.3;0.0;0.0;0.0;340;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T07:00:00;-5.5;110.56;2019-01-02:06;2.0;0.0;4;1546408800
32;62.0;13.6;2019-01-02T07:00:00;1.5;1028.8;n;0.0;-6.49;1021.35;;-4.3;0.0;0.0;0.0;340;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T08:00:00;-5.3;122.36;2019-01-02:07;2.0;0.0;5;1546412400
33;61.0;12.8;2019-01-02T08:00:00;1.5;1030.25;n;7.84;0.04;1022.8;;-4.5;0.0;1.9;1.05999;335;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};1.06;5.31;2019-01-02T09:00:00;-5.5;134.55;2019-01-02:08;1.8;0.0;3;1546416000
34;61.5;11.2;2019-01-02T09:00:00;1.5;1031.1;d;318.22;5.3;1023.65;;-4.3;0.0;2.1;56.9797;340;{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'};56.98;37.21;2019-01-02T10:00:00;-4.8;147.33;2019-01-02:09;1.9;0.0;3;1546419600
35;59.0;10.0;2019-01-02T10:00:00;1.5;1031.75;d;459.86;8.96;1024.3;;-3.9;0.0;2.4;113.99;345;{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'};113.99;51.36;2019-01-02T11:00:00;-3.5;160.74;2019-01-02:10;2.6;0.0;2;1546423200
36;53.5;9.6;2019-01-02T11:00:00;1.5;1032.25;d;512.55;10.74;1024.8;;-3.6;0.0;2.5;144.05;340;{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'};144.05;57.12;2019-01-02T12:00:00;-2.7;174.64;2019-01-02:11;3.1;0.0;2;1546426800
37;53.5;9.2;2019-01-02T12:00:00;1.5;1032.6;d;505.99;10.5;1025.15;;-3.6;0.0;2.5;139.98;345;{'icon': 'c02d', 'code': 801, 'description': 'Few clouds'};139.98;56.38;2019-01-02T13:00:00;-2.4;188.68;2019-01-02:12;3.4;0.0;2;1546430400
38;52.5;9.2;2019-01-02T13:00:00;5.0;1032.95;d;436.93;8.27;1025.5;;-3.5;0.0;2.3;102.63;345;{'icon': 'c01d', 'code': 800, 'description': 'Clear Sky'};102.63;48.95;2019-01-02T14:00:00;-2.2;202.49;2019-01-02:13;3.5;0.0;1;1546434000
39;54.0;9.2;2019-01-02T14:00:00;5.0;1033.35;n;263.43;4.21;1025.9;;-3.6;0.0;2.1;41.77;330;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};41.77;32.11;2019-01-02T15:00:00;-3.0;215.76;2019-01-02:14;2.9;0.0;1;1546437600
40;60.5;8.8;2019-01-02T15:00:00;1.5;1033.65;n;0.0;-1.38;1026.15;;-3.6;0.0;0.0;0.0;315;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T16:00:00;-5.3;228.4;2019-01-02:15;1.0;0.0;2;1546441200
41;63.5;8.0;2019-01-02T16:00:00;1.5;1034.1;n;0.0;-8.16;1026.55;;-4.2;0.0;0.0;0.0;315;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-02T17:00:00;-5.9;240.47;2019-01-02:16;0.3;0.0;2;1546444800
42;59.5;7.2;2019-01-02T17:00:00;5.0;1034.2;n;0.0;-15.79;1026.65;;-4.5;0.0;0.0;0.0;295;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T18:00:00;-6.6;252.24;2019-01-02:17;-0.5;0.0;1;1546448400
43;61.0;6.4;2019-01-02T18:00:00;5.0;1034.55;n;0.0;-23.94;1027.0;;-4.8;0.0;0.0;0.0;310;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T19:00:00;-7.0;264.1;2019-01-02:18;-1.1;0.0;1;1546452000
44;64.0;6.0;2019-01-02T19:00:00;5.0;1034.7;n;0.0;-32.27;1027.15;;-5.1;0.0;0.0;0.0;290;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T20:00:00;-6.8;276.61;2019-01-02:19;-1.1;0.0;1;1546455600
45;65.5;5.6;2019-01-02T20:00:00;5.0;1034.7;n;0.0;-40.37;1027.15;;-5.0;0.0;0.0;0.0;290;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T21:00:00;-6.8;290.53;2019-01-02:20;-1.2;0.0;0;1546459200
46;68.0;5.6;2019-01-02T21:00:00;5.0;1034.6;n;0.0;-47.68;1027.05;;-5.4;0.0;0.0;0.0;295;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T22:00:00;-7.0;306.89;2019-01-02:21;-1.4;0.0;0;1546462800
47;68.5;6.0;2019-01-02T22:00:00;5.0;1034.5;n;0.0;-53.4;1026.95;;-5.6;0.0;0.0;0.0;295;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-02T23:00:00;-7.7;326.77;2019-01-02:22;-1.8;0.0;0;1546466400
48;68.5;6.4;2019-01-02T23:00:00;5.0;1034.55;n;0.0;-56.46;1027.0;;-5.3;0.0;0.0;0.0;290;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T00:00:00;-8.4;350.33;2019-01-02:23;-2.1;0.0;0;1546470000
49;67.0;6.8;2019-01-03T00:00:00;5.0;1034.45;n;0.0;-56.04;1026.9;;-5.0;0.0;0.0;0.0;295;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T01:00:00;-8.6;15.31;2019-01-03:00;-2.2;0.0;0;1546473600
50;64.5;6.8;2019-01-03T01:00:00;5.0;1034.35;n;0.0;-52.27;1026.8;;-4.8;0.0;0.0;0.0;300;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T02:00:00;-8.1;38.12;2019-01-03:01;-1.8;0.0;0;1546477200
51;71.5;6.8;2019-01-03T02:00:00;5.0;1034.35;n;0.0;-46.1;1026.8;;-4.5;0.0;0.0;0.0;300;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T03:00:00;-7.8;57.11;2019-01-03:02;-1.6;0.0;0;1546480800
52;82.5;6.8;2019-01-03T03:00:00;5.0;1034.4;n;0.0;-38.54;1026.85;;-4.5;0.0;0.0;0.0;305;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T04:00:00;-8.4;72.81;2019-01-03:03;-2.0;0.0;0;1546484400
53;88.5;7.2;2019-01-03T04:00:00;5.0;1033.65;n;0.0;-30.34;1026.05;;-3.6;0.0;0.0;0.0;310;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T05:00:00;-8.4;86.32;2019-01-03:04;-1.9;0.0;0;1546488000
54;90.5;7.2;2019-01-03T05:00:00;1.5;1034.2;n;0.0;-22.01;1026.6;;-4.5;0.0;0.0;0.0;295;{'icon': 'c01n', 'code': 800, 'description': 'Clear Sky'};0.0;0.0;2019-01-03T06:00:00;-8.8;98.62;2019-01-03:05;-2.1;0.0;0;1546491600
55;90.0;7.2;2019-01-03T06:00:00;1.5;1034.55;n;0.0;-13.94;1026.95;;-3.5;0.0;0.0;0.0;305;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-03T07:00:00;-9.2;110.41;2019-01-03:06;-2.5;0.0;15;1546495200
56;88.5;7.2;2019-01-03T07:00:00;5.0;1035.15;n;0.0;-6.47;1027.55;;-3.7;0.0;0.0;0.0;320;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T08:00:00;-9.3;122.22;2019-01-03:07;-2.5;0.0;93;1546498800
57;88.0;6.8;2019-01-03T08:00:00;5.0;1035.7;n;9.11;0.08;1028.1;;-3.5;0.0;0.7;0.38036;310;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};1.19;5.62;2019-01-03T09:00:00;-8.8;134.41;2019-01-03:08;-2.4;0.0;95;1546502400
58;86.5;6.4;2019-01-03T09:00:00;5.0;1035.9;d;320.59;5.35;1028.3;;-3.1;0.0;0.7;15.5636;325;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};57.71;37.44;2019-01-03T10:00:00;-6.9;147.19;2019-01-03:09;-1.0;0.0;97;1546506000
59;85.0;5.6;2019-01-03T10:00:00;5.0;1036.05;d;462.02;9.03;1028.5;;-2.5;0.0;0.8;25.0032;310;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};115.11;51.59;2019-01-03T11:00:00;-5.9;160.62;2019-01-03:10;-0.5;0.0;99;1546509600
60;82.0;4.8;2019-01-03T11:00:00;5.0;1036.2;d;514.87;10.83;1028.7;;-2.2;0.0;0.8;39.2422;320;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};145.51;57.38;2019-01-03T12:00:00;-3.2;174.52;2019-01-03:11;1.3;0.0;97;1546513200
61;80.0;4.8;2019-01-03T12:00:00;5.0;1035.8;d;508.8;10.61;1028.25;;-1.8;0.0;0.9;49.201;300;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};141.71;56.7;2019-01-03T13:00:00;-3.3;188.58;2019-01-03:12;1.2;0.0;96;1546516800
62;79.5;5.2;2019-01-03T13:00:00;5.0;1035.5;d;440.82;8.38;1027.95;;-1.7;0.0;1.1;67.792;295;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};104.49;49.36;2019-01-03T14:00:00;-3.6;202.4;2019-01-03:13;1.1;0.0;80;1546520400
63;79.5;5.6;2019-01-03T14:00:00;1.0;1035.5;n;270.02;4.33;1027.95;;-1.9;0.0;1.6;42.8325;300;{'icon': 'c02n', 'code': 802, 'description': 'Scattered clouds'};43.44;32.71;2019-01-03T15:00:00;-4.4;215.7;2019-01-03:14;0.7;0.0;31;1546524000
64;79.5;6.0;2019-01-03T15:00:00;1.5;1035.8;n;0.0;-1.25;1028.25;;-2.1;0.0;0.0;0.0;255;{'icon': 'c02n', 'code': 801, 'description': 'Few clouds'};0.0;0.0;2019-01-03T16:00:00;-6.2;228.34;2019-01-03:15;-0.6;0.0;9;1546527600
65;81.5;6.4;2019-01-03T16:00:00;0.5;1035.8;n;0.0;-8.02;1028.25;;-2.6;0.0;0.0;0.0;275;{'icon': 'c03n', 'code': 803, 'description': 'Broken clouds'};0.0;0.0;2019-01-03T17:00:00;-6.8;240.43;2019-01-03:16;-0.9;0.0;65;1546531200
66;83.0;7.2;2019-01-03T17:00:00;5.0;1035.8;n;0.0;-15.65;1028.25;;-2.5;0.0;0.0;0.0;275;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T18:00:00;-7.5;252.21;2019-01-03:17;-1.2;0.0;95;1546534800
67;88.5;8.0;2019-01-03T18:00:00;5.0;1035.2;n;0.0;-23.8;1027.65;;-3.0;0.0;0.0;0.0;275;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T19:00:00;-6.8;264.07;2019-01-03:18;-0.3;0.0;96;1546538400
68;91.0;8.4;2019-01-03T19:00:00;1.5;1034.55;n;0.0;-32.13;1027.05;;-2.2;0.0;0.0;0.0;260;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T20:00:00;-5.8;276.58;2019-01-03:19;0.6;0.0;99;1546542000
69;92.5;8.0;2019-01-03T20:00:00;1.5;1033.4;n;0.0;-40.23;1025.9;;-1.9;0.0;0.0;0.0;255;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T21:00:00;-5.4;290.49;2019-01-03:20;0.7;0.0;100;1546545600
70;92.0;8.4;2019-01-03T21:00:00;1.5;1032.95;n;0.0;-47.55;1025.45;;-0.9;0.0;0.0;0.0;280;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T22:00:00;-5.4;306.82;2019-01-03:21;0.8;0.0;100;1546549200
71;92.0;8.8;2019-01-03T22:00:00;1.5;1031.75;n;0.0;-53.27;1024.3;;-0.2;0.0;0.0;0.0;265;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-03T23:00:00;-4.5;326.65;2019-01-03:22;1.6;0.0;98;1546552800
72;94.0;9.2;2019-01-03T23:00:00;1.5;1030.9;n;0.0;-56.35;1023.45;;0.7;0.0;0.0;0.0;275;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T00:00:00;-3.3;350.16;2019-01-03:23;2.6;0.0;99;1546556400
73;94.0;9.6;2019-01-04T00:00:00;1.5;1030.3;n;0.0;-55.96;1022.9;;1.4;0.0;0.0;0.0;295;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T01:00:00;-2.1;15.09;2019-01-04:00;3.6;0.0;99;1546560000
74;93.5;10.4;2019-01-04T01:00:00;1.5;1029.25;n;0.0;-52.22;1021.85;;2.2;0.0;0.0;0.0;290;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T02:00:00;-1.8;37.9;2019-01-04:01;4.0;0.0;100;1546563600
75;92.0;10.8;2019-01-04T02:00:00;1.5;1029.05;n;0.0;-46.07;1021.65;;2.4;0.0;0.0;0.0;295;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T03:00:00;-2.1;56.91;2019-01-04:02;3.9;0.0;100;1546567200
76;89.5;10.8;2019-01-04T03:00:00;5.0;1028.45;n;0.0;-38.52;1021.05;;2.0;0.0;0.0;0.0;300;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T04:00:00;-2.3;72.62;2019-01-04:03;3.8;0.0;100;1546570800
77;89.5;10.8;2019-01-04T04:00:00;5.0;1027.35;n;0.0;-30.33;1020.0;;2.0;0.0;0.0;0.0;295;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T05:00:00;-2.0;86.15;2019-01-04:04;4.0;0.0;99;1546574400
78;89.0;10.8;2019-01-04T05:00:00;5.0;1026.6;n;0.0;-22.0;1019.25;;1.9;0.0;0.0;0.0;305;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T06:00:00;-1.9;98.46;2019-01-04:05;4.0;0.0;100;1546578000
79;87.0;10.8;2019-01-04T06:00:00;5.0;1026.0;n;0.0;-13.92;1018.65;;2.1;0.0;0.0;0.0;305;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T07:00:00;-1.6;110.27;2019-01-04:06;4.3;0.0;100;1546581600
80;89.5;10.4;2019-01-04T07:00:00;5.0;1026.1;n;0.0;-6.44;1018.75;;2.0;0.0;0.0;0.0;310;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T08:00:00;-2.0;122.08;2019-01-04:07;3.9;0.0;100;1546585200
81;93.5;10.0;2019-01-04T08:00:00;1.5;1025.9;n;10.75;0.12;1018.55;;1.6;0.0;0.6;0.217253;305;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};1.36;5.99;2019-01-04T09:00:00;-2.2;134.27;2019-01-04:08;3.6;0.0;98;1546588800
82;93.5;9.6;2019-01-04T09:00:00;1.5;1025.75;d;323.29;5.41;1018.4;;1.9;0.0;0.7;9.35306;310;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};58.55;37.69;2019-01-04T10:00:00;-2.0;147.06;2019-01-04:09;3.8;0.0;98;1546592400
83;90.0;9.2;2019-01-04T10:00:00;5.0;1025.9;d;464.41;9.1;1018.55;;1.4;0.0;0.8;25.2747;310;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};116.36;51.85;2019-01-04T11:00:00;-1.7;160.49;2019-01-04:10;3.9;0.0;99;1546596000
84;90.5;9.6;2019-01-04T11:00:00;1.5;1025.15;d;517.37;10.92;1017.8;;2.1;0.0;0.8;19.1575;300;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};147.1;57.66;2019-01-04T12:00:00;-0.6;174.41;2019-01-04:11;4.8;0.0;99;1546599600
85;91.5;10.0;2019-01-04T12:00:00;1.5;1024.55;d;511.78;10.71;1017.2;;2.9;0.0;0.8;18.6965;300;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};143.56;57.03;2019-01-04T13:00:00;0.3;188.48;2019-01-04:12;5.5;0.0;99;1546603200
86;88.5;10.8;2019-01-04T13:00:00;5.0;1023.65;d;444.89;8.5;1016.35;;3.9;0.0;0.8;25.9542;300;{'icon': 'c04d', 'code': 804, 'description': 'Overcast clouds'};106.47;49.78;2019-01-04T14:00:00;1.0;202.32;2019-01-04:13;6.2;0.0;98;1546606800
87;90.5;12.0;2019-01-04T14:00:00;1.5;1023.25;n;276.84;4.46;1016.0;;4.3;0.0;0.7;8.52395;305;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};45.21;33.34;2019-01-04T15:00:00;1.0;215.63;2019-01-04:14;6.4;0.0;97;1546610400
88;91.5;12.8;2019-01-04T15:00:00;1.5;1023.25;n;0.0;-1.11;1016.0;;4.0;0.0;0.0;0.0;310;{'icon': 'c04n', 'code': 804, 'description': 'Overcast clouds'};0.0;0.0;2019-01-04T16:00:00;0.7;228.29;2019-01-04:15;6.3;0.0;98;1546614000
